,X1,X2,X3,X4,frequency
electricity massive icebox rudimentary,electricity,massive,icebox,rudimentary,2
elegant dispatch controversy subtitled,elegant,dispatch,controversy,subtitled,2
elementary campuses south los,elementary,campuses,south,los,2
elementary school staff solely,elementary,school,staff,solely,2
elicited heated response likes,elicited,heated,response,likes,3
eliminate districtlevel employee devoted,eliminate,districtlevel,employee,devoted,2
eliminating waste bottlenecks boosting,eliminating,waste,bottlenecks,boosting,2
elite athletically physically imposing,elite,athletically,physically,imposing,2
elite level individual fun,elite,level,individual,fun,2
ellen degeneres show fall,ellen,degeneres,show,fall,2
ellens boxers referring undershorts,ellens,boxers,referring,undershorts,2
elliptical story american idiot,elliptical,story,american,idiot,2
else failures past three,else,failures,past,three,2
else happened firing coach,else,happened,firing,coach,2
else live wow gift”,else,live,wow,gift”,2
email efforts issue showed,email,efforts,issue,showed,2
email winner unreachable seven,email,winner,unreachable,seven,2
emceed chatted crowd baseball,emceed,chatted,crowd,baseball,2
emergence jeremy lin sidelined,emergence,jeremy,lin,sidelined,2
emergency department handle increasing,emergency,department,handle,increasing,2
emergency management consent agreements,emergency,management,consent,agreements,2
emilio lustau east india,emilio,lustau,east,india,2
emotional honesty refreshingly high,emotional,honesty,refreshingly,high,2
emphasizing role camera ticket,emphasizing,role,camera,ticket,2
employee deducting rest paycheck,employee,deducting,rest,paycheck,2
employee devoted tag quartertime,employee,devoted,tag,quartertime,2
employee family paying percent,employee,family,paying,percent,2
employees council ems management,employees,council,ems,management,2
employees whats reported plans,employees,whats,reported,plans,3
employers discriminate people criminal,employers,discriminate,people,criminal,2
employers health plans run,employers,health,plans,run,2
employers just cant fund,employers,just,cant,fund,2
employers remain reluctant add,employers,remain,reluctant,add,2
emptybackfield set texans reacted,emptybackfield,set,texans,reacted,2
ems management llc american,ems,management,llc,american,2
encounter replayed replayed level,encounter,replayed,replayed,level,2
encourage towns merge “,encourage,towns,merge,“,2
end company�s pension plan,end,company�s,pension,plan,2
end making difference wants,end,making,difference,wants,2
end randy mcmichael comes,end,randy,mcmichael,comes,2
end sophomore year worries,end,sophomore,year,worries,2
end world war ii,end,world,war,ii,2
endangered catholics exhorting parishioners,endangered,catholics,exhorting,parishioners,2
ended brick township michael,ended,brick,township,michael,2
ended divorce child matthew,ended,divorce,child,matthew,2
endings millers skin painfully,endings,millers,skin,painfully,2
endorse candidate im sure,endorse,candidate,im,sure,2
energy companies got billions,energy,companies,got,billions,2
enforcement began last week,enforcement,began,last,week,2
enforcement officers purchasing steroids,enforcement,officers,purchasing,steroids,2
engagement gets draggy theres,engagement,gets,draggy,theres,2
engagement rush limbaughs wedding,engagement,rush,limbaughs,wedding,2
engine unable get lease,engine,unable,get,lease,2
engineering speciality involved every,engineering,speciality,involved,every,2
engineers see faces hear,engineers,see,faces,hear,2
england says priest citing,england,says,priest,citing,2
enjoyable sweet stuff can,enjoyable,sweet,stuff,can,2
enjoyed savory bleu served,enjoyed,savory,bleu,served,2
enjoying drinks late lunch,enjoying,drinks,late,lunch,2
enormity wasnt small plane,enormity,wasnt,small,plane,2
enough recognize good attentiongetting,enough,recognize,good,attentiongetting,3
enrichment barbara langsam shuman,enrichment,barbara,langsam,shuman,2
ensure alleged security shortcomings,ensure,alleged,security,shortcomings,2
entering final seasons multiyear,entering,final,seasons,multiyear,2
enthusiast sold aftermarket performance,enthusiast,sold,aftermarket,performance,2
entities macys anchor tenant,entities,macys,anchor,tenant,2
entrance apartment building several,entrance,apartment,building,several,2
equipment moore right nobody,equipment,moore,right,nobody,2
era — continued stellar,era,—,continued,stellar,2
era doobie brothers chicago,era,doobie,brothers,chicago,2
era effectively keeping pirates,era,effectively,keeping,pirates,2
escaped passenger seat boy,escaped,passenger,seat,boy,2
escort ship headed northeast,escort,ship,headed,northeast,2
especially disturbing light number,especially,disturbing,light,number,2
especially enjoyed savory bleu,especially,enjoyed,savory,bleu,2
essex county sheriff’s office,essex,county,sheriff’s,office,3
establish portland north american,establish,portland,north,american,2
established treatment colorectal cancer,established,treatment,colorectal,cancer,2
estate agent boston washington,estate,agent,boston,washington,2
estate developers bought chryslers,estate,developers,bought,chryslers,2
estimated compliance costs plants,estimated,compliance,costs,plants,2
estimated grecos deception resulted,estimated,grecos,deception,resulted,2
etfs broker able tell,etfs,broker,able,tell,2
europe downgrade us governments,europe,downgrade,us,governments,2
evaluations appears vary dramatically,evaluations,appears,vary,dramatically,2
evelyn malfatone annulled three,evelyn,malfatone,annulled,three,2
even basic needs families,even,basic,needs,families,2
even body cast played,even,body,cast,played,2
even close said finding,even,close,said,finding,2
even conservative republicans college,even,conservative,republicans,college,2
even insects may help,even,insects,may,help,2
even negative september maryland,even,negative,september,maryland,3
even team dragging burden,even,team,dragging,burden,2
even though early understand,even,though,early,understand,2
even training camp seeing,even,training,camp,seeing,2
even trappings putin government,even,trappings,putin,government,2
even wants match juggernaut,even,wants,match,juggernaut,3
evening animal neglect charges,evening,animal,neglect,charges,2
evening teams drivers indycar,evening,teams,drivers,indycar,2
event breedlove previously said,event,breedlove,previously,said,2
event fantastic success cars,event,fantastic,success,cars,2
event wednesday university maryland,event,wednesday,university,maryland,2
events scholarships approved policy,events,scholarships,approved,policy,2
eventually team’s seniors got,eventually,team’s,seniors,got,2
eventually theyd like expand,eventually,theyd,like,expand,2
ever briefly seemed fast,ever,briefly,seemed,fast,3
ever magnificent beaux arts,ever,magnificent,beaux,arts,3
ever make foot pound,ever,make,foot,pound,2
everetts book burdened awkward,everetts,book,burdened,awkward,2
every american citizen cognizant,every,american,citizen,cognizant,2
every available wall plastered,every,available,wall,plastered,2
every club chsaa class,every,club,chsaa,class,2
every firm engineering speciality,every,firm,engineering,speciality,2
every given moment ask,every,given,moment,ask,2
every part described ships,every,part,described,ships,2
every phase construction every,every,phase,construction,every,2
every right voice opinion,every,right,voice,opinion,2
every sidewalk table filled,every,sidewalk,table,filled,2
every time shamabhat breathes,every,time,shamabhat,breathes,2
every year dont technology,every,year,dont,technology,2
every years everyone older,every,years,everyone,older,2
everybody cfo everybody business,everybody,cfo,everybody,business,2
everybody like wasnt person,everybody,like,wasnt,person,2
everyone can finally exhale,everyone,can,finally,exhale,2
everyone else failures past,everyone,else,failures,past,2
everyone list including designed,everyone,list,including,designed,2
everyone noticing ive seen,everyone,noticing,ive,seen,2
everyone older tdap td,everyone,older,tdap,td,2
everyone wants longterm deal,everyone,wants,longterm,deal,2
everyone wider audience might,everyone,wider,audience,might,2
everything best blueberry picking,everything,best,blueberry,picking,2
everything else happened firing,everything,else,happened,firing,2
evidence comparative bullet lead,evidence,comparative,bullet,lead,2
evidence initial goal get,evidence,initial,goal,get,2
ewwwwww headline deadspincom read,ewwwwww,headline,deadspincom,read,3
exact amount commission charge,exact,amount,commission,charge,2
exactly — steal rest,exactly,—,steal,rest,2
exactly hes thinking every,exactly,hes,thinking,every,2
examples gardeners stepping plants,examples,gardeners,stepping,plants,2
examples mavs built pluspoint,examples,mavs,built,pluspoint,2
excel especially long stretches,excel,especially,long,stretches,2
excellence teaching science also,excellence,teaching,science,also,2
excess weight gain may,excess,weight,gain,may,2
exchange traded funds etfs,exchange,traded,funds,etfs,2
excursion postseason tends season,excursion,postseason,tends,season,2
excuse inflict fourletter crotch,excuse,inflict,fourletter,crotch,2
executive brian moynihan exited,executive,brian,moynihan,exited,2
executive director new jersey,executive,director,new,jersey,3
executive ventura dennis harris,executive,ventura,dennis,harris,2
executives companies required appear,executives,companies,required,appear,2
executives face fines jail,executives,face,fines,jail,2
exgovernor fall campaign defeat,exgovernor,fall,campaign,defeat,2
exhibit devoted africanamerican female,exhibit,devoted,africanamerican,female,2
exhibits include photos burns,exhibits,include,photos,burns,2
exhorting parishioners closed churches,exhorting,parishioners,closed,churches,2
existing level allows higher,existing,level,allows,higher,2
