,X1,X2,X3,frequency
— prairie fire,—,prairie,fire,2
— redtwist theatre,—,redtwist,theatre,2
— released wednesday,—,released,wednesday,2
— required percent,—,required,percent,2
— sixyear absence,—,sixyear,absence,2
— specifically lack,—,specifically,lack,2
— theres plenty,—,theres,plenty,2
— think annapolis,—,think,annapolis,2
— township girl,—,township,girl,2
— war pestilence,—,war,pestilence,2
“ food line,“,food,line,2
“ government” replies,“,government”,replies,2
“ it” jeanette,“,it”,jeanette,2
“ personally reminded,“,personally,reminded,2
“ think project,“,think,project,2
“ thinking calling,“,thinking,calling,2
“ trying get,“,trying,get,2
“ used listen,“,used,listen,2
“big bosses” staying,“big,bosses”,staying,2
“everyone wants play,“everyone,wants,play,2
“i’m excited it”,“i’m,excited,it”,2
“i’m proud basically,“i’m,proud,basically,2
“i’ve long prepared,“i’ve,long,prepared,2
“it’s fortune company,“it’s,fortune,company,2
“we’re fortunate pitchers,“we’re,fortunate,pitchers,2
“who’s afraid virginia,“who’s,afraid,virginia,2
aaron younger prevailed,aaron,younger,prevailed,2
aarp transactions take,aarp,transactions,take,2
ab consumption alcoholopen,ab,consumption,alcoholopen,2
abandoned attempts address,abandoned,attempts,address,2
abandoned threats abandoned,abandoned,threats,abandoned,2
abandoned ultimatums abandoned,abandoned,ultimatums,abandoned,2
abatements former jersey,abatements,former,jersey,2
able come agreement,able,come,agreement,2
able education said,able,education,said,2
able find ways,able,find,ways,2
able get going,able,get,going,2
able kids program,able,kids,program,2
able play game,able,play,game,2
able say well,able,say,well,2
aboard american airlines,aboard,american,airlines,2
abortions abuses community,abortions,abuses,community,2
abreu million season,abreu,million,season,2
absence prairie fire,absence,prairie,fire,2
absent knicks postseason,absent,knicks,postseason,2
absolutely comfortable samesex,absolutely,comfortable,samesex,2
abuse comes light,abuse,comes,light,2
abuse daily across,abuse,daily,across,2
abusers like case,abusers,like,case,2
abuses community part,abuses,community,part,2
accelerate plans vice,accelerate,plans,vice,2
accent enjoy dialect,accent,enjoy,dialect,2
accent thick dirty,accent,thick,dirty,2
accepted real story,accepted,real,story,2
access jerusalem west,access,jerusalem,west,2
accessible everyone succeed,accessible,everyone,succeed,2
accessible valet parking,accessible,valet,parking,2
accidental left interior,accidental,left,interior,2
according campaign finance,according,campaign,finance,2
according data released,according,data,released,2
according matthews spokesman,according,matthews,spokesman,2
according package directions,according,package,directions,2
according recent polls,according,recent,polls,2
account associated bank,account,associated,bank,2
accounted percent companys,accounted,percent,companys,2
accounts different banks,accounts,different,banks,2
accounts good news,accounts,good,news,2
accurately say can,accurately,say,can,2
achieve” baez said,achieve”,baez,said,2
achieved everyone else,achieved,everyone,else,2
acknowledge violent crime,acknowledge,violent,crime,2
acknowledged theres bubble,acknowledged,theres,bubble,2
acknowledges contract disputes,acknowledges,contract,disputes,2
aclu new york,aclu,new,york,2
acquitted meadows attempted,acquitted,meadows,attempted,2
acres kennels se,acres,kennels,se,2
across county abuse,across,county,abuse,2
across nation allentown,across,nation,allentown,2
across northeast ohio,across,northeast,ohio,2
across state lines,across,state,lines,2
across state next,across,state,next,2
act valor expand,act,valor,expand,2
acta sent make,acta,sent,make,2
actions worse situation,actions,worse,situation,2
activities featured third,activities,featured,third,2
activities radio disney,activities,radio,disney,2
actually cracked powder,actually,cracked,powder,2
adams good kid,adams,good,kid,2
adams tested positive,adams,tested,positive,2
adapt said constant,adapt,said,constant,2
adaptation philip pullmans,adaptation,philip,pullmans,2
added third shift,added,third,shift,2
addition chorizo make,addition,chorizo,make,2
addition city’s current,addition,city’s,current,2
addition dining scene,addition,dining,scene,2
additional parttime employees,additional,parttime,employees,2
address problem making,address,problem,making,2
adds vital notech,adds,vital,notech,2
administration bought property,administration,bought,property,2
administration officials embracing,administration,officials,embracing,2
administrator fairview ore,administrator,fairview,ore,2
administrator lehi utah,administrator,lehi,utah,2
administrator raymond martinez,administrator,raymond,martinez,2
admission adults students,admission,adults,students,3
admission donation dog,admission,donation,dog,2
admission phoenix zoo,admission,phoenix,zoo,2
adopted plan vote,adopted,plan,vote,2
adrian college midwest,adrian,college,midwest,2
adult novel long,adult,novel,long,2
adults students seniors,adults,students,seniors,4
adults syndrome cerebral,adults,syndrome,cerebral,2
advances primarily missing,advances,primarily,missing,2
advances shut companys,advances,shut,companys,2
advantage dallas posting,advantage,dallas,posting,2
advantage local produce,advantage,local,produce,2
advantage public spotlight,advantage,public,spotlight,2
affair first revealed,affair,first,revealed,2
affair noting following,affair,noting,following,2
affect hand draws,affect,hand,draws,2
affected new law,affected,new,law,2
afghan forces often,afghan,forces,often,2
afghan special forces,afghan,special,forces,2
afghanistan troops launched,afghanistan,troops,launched,2
afghans quite sophisticated,afghans,quite,sophisticated,2
aflcio president richard,aflcio,president,richard,3
aforementioned pitchers monroe,aforementioned,pitchers,monroe,2
afraid virginia woolf”,afraid,virginia,woolf”,2
afternoon discuss revamping,afternoon,discuss,revamping,3
agencies telecommunications companies,agencies,telecommunications,companies,2
agency placed pressure,agency,placed,pressure,2
agency wants boost,agency,wants,boost,2
agent site also,agent,site,also,2
ages children carried,ages,children,carried,2
ages purchase tickets,ages,purchase,tickets,3
aggression oneonone test,aggression,oneonone,test,2
ago base afghanistan,ago,base,afghanistan,2
ago california little,ago,california,little,2
ago days roommate,ago,days,roommate,2
ago translated attaining,ago,translated,attaining,2
agora gastronomy theres,agora,gastronomy,theres,2
agree widening river,agree,widening,river,2
agreed arbitrator required,agreed,arbitrator,required,2
agreement facts city�s,agreement,facts,city�s,2
agreement instead precisely,agreement,instead,precisely,2
agreement local prosecutors,agreement,local,prosecutors,2
agreement plus end,agreement,plus,end,2
agreement point greatest,agreement,point,greatest,2
agreement restructured deal,agreement,restructured,deal,2
ahead giants series,ahead,giants,series,2
ahead new round,ahead,new,round,2
ahler maricopa county,ahler,maricopa,county,2
ahmad bradshaw need,ahmad,bradshaw,need,2
ahram online news,ahram,online,news,2
aid families children,aid,families,children,2
aided columbia university,aided,columbia,university,3
aides obama concluded,aides,obama,concluded,2
aides said obama,aides,said,obama,2
air force base,air,force,base,4
air quality information,air,quality,information,2
air traffic control,air,traffic,control,3
airis im glad,airis,im,glad,2
airline spokesman said,airline,spokesman,said,2
airlines flight friday,airlines,flight,friday,2
airport authorities say,airport,authorities,say,2
airport train minute,airport,train,minute,2
akerson former president,akerson,former,president,2
al qaedas leadership,al,qaedas,leadership,2
alaska california colorado,alaska,california,colorado,2
alcohol public faces,alcohol,public,faces,2
alcoholopen container public,alcoholopen,container,public,2
alcoholsopping fare ceviche,alcoholsopping,fare,ceviche,2
alert disturbances among,alert,disturbances,among,2
aligned many reform,aligned,many,reform,2
alleged plot forge,alleged,plot,forge,2
allegedly used laptop’s,allegedly,used,laptop’s,2
allen array can,allen,array,can,2
allen park�s finances,allen,park�s,finances,2
allentown pennsylvania rhode,allentown,pennsylvania,rhode,2
allow anyone wearing,allow,anyone,wearing,2
allow games continue,allow,games,continue,2
allowed innovative said,allowed,innovative,said,2
allowing effectively run,allowing,effectively,run,2
almost everyone knows,almost,everyone,knows,3
almost impossible mr,almost,impossible,mr,2
almost mile half,almost,mile,half,2
almost size pot,almost,size,pot,2
almost surely get,almost,surely,get,2
almost two weeks,almost,two,weeks,2
alone said fundamental,alone,said,fundamental,2
along beach volleyball,along,beach,volleyball,2
along party lines,along,party,lines,2
already know one,already,know,one,2
already tight bond,already,tight,bond,2
already undergoing wrenching,already,undergoing,wrenching,2
alreadystrained sense loyalty,alreadystrained,sense,loyalty,2
also accessible everyone,also,accessible,everyone,2
also called school,also,called,school,2
also claimed championship,also,claimed,championship,2
also greater risk,also,greater,risk,2
also green pork,also,green,pork,2
also notice one,also,notice,one,2
also planned later,also,planned,later,2
also private security,also,private,security,2
also said great,also,said,great,2
also suggests scott,also,suggests,scott,2
also urged get,also,urged,get,2
although cadenza first,although,cadenza,first,2
although one yesterday,although,one,yesterday,2
although went long,although,went,long,2
alto gunn milpitas,alto,gunn,milpitas,2
altos de anza,altos,de,anza,2
alumni donors taxpayers,alumni,donors,taxpayers,2
always asking things,always,asking,things,2
always cracking hear,always,cracking,hear,2
always go roth,always,go,roth,2
always important part,always,important,part,2
always just heart,always,just,heart,2
always said earn,always,said,earn,2
always something going,always,something,going,2
always wanted still,always,wanted,still,2
amazoncom visa journal,amazoncom,visa,journal,2
amber nicklas reported,amber,nicklas,reported,2
amendment ban gay,amendment,ban,gay,2
amendment houses congress,amendment,houses,congress,2
amer govt obligcl,amer,govt,obligcl,2
amer prime obligcl,amer,prime,obligcl,2
amer treas obligcl,amer,treas,obligcl,2
america aarp transactions,america,aarp,transactions,2
american airlines flight,american,airlines,flight,2
american civil liberties,american,civil,liberties,2
american departure date,american,departure,date,2
american funds mmfcl,american,funds,mmfcl,7
